quarter,variable,value,country
1965-01-01,GDP,4362.111,US
1965-04-01,GDP,4417.225,US
1965-07-01,GDP,4515.427,US
1965-10-01,GDP,4619.458,US
1966-01-01,GDP,4731.888,US
1966-04-01,GDP,4748.046,US
1966-07-01,GDP,4788.254,US
1966-10-01,GDP,4827.537,US
1967-01-01,GDP,4870.299,US
1967-04-01,GDP,4873.287,US
1967-07-01,GDP,4919.392,US
1967-10-01,GDP,4956.477,US
1968-01-01,GDP,5057.553,US
1968-04-01,GDP,5142.033,US
1968-07-01,GDP,5181.859,US
1968-10-01,GDP,5202.212,US
1969-01-01,GDP,5283.597,US
1969-04-01,GDP,5299.625,US
1969-07-01,GDP,5334.6,US
1969-10-01,GDP,5308.556,US
1970-01-01,GDP,5300.652,US
1970-04-01,GDP,5308.164,US
1970-07-01,GDP,5357.077,US
1970-10-01,GDP,5299.672,US
1971-01-01,GDP,5443.619,US
1971-04-01,GDP,5473.059,US
1971-07-01,GDP,5518.072,US
1971-10-01,GDP,5531.032,US
1972-01-01,GDP,5632.649,US
1972-04-01,GDP,5760.47,US
1972-07-01,GDP,5814.854,US
1972-10-01,GDP,5912.22,US
1973-01-01,GDP,6058.544,US
1973-04-01,GDP,6124.506,US
1973-07-01,GDP,6092.301,US
1973-10-01,GDP,6150.131,US
1974-01-01,GDP,6097.258,US
1974-04-01,GDP,6111.751,US
1974-07-01,GDP,6053.978,US
1974-10-01,GDP,6030.464,US
1975-01-01,GDP,5957.035,US
1975-04-01,GDP,5999.61,US
1975-07-01,GDP,6102.326,US
1975-10-01,GDP,6184.53,US
1976-01-01,GDP,6323.649,US
1976-04-01,GDP,6370.025,US
1976-07-01,GDP,6404.895,US
1976-10-01,GDP,6451.177,US
1977-01-01,GDP,6527.703,US
1977-04-01,GDP,6654.466,US
1977-07-01,GDP,6774.457,US
1977-10-01,GDP,6774.592,US
1978-01-01,GDP,6796.26,US
1978-04-01,GDP,7058.92,US
1978-07-01,GDP,7129.915,US
1978-10-01,GDP,7225.75,US
1979-01-01,GDP,7238.727,US
1979-04-01,GDP,7246.454,US
1979-07-01,GDP,7300.281,US
1979-10-01,GDP,7318.535,US
1980-01-01,GDP,7341.557,US
1980-04-01,GDP,7190.289,US
1980-07-01,GDP,7181.743,US
1980-10-01,GDP,7315.677,US
1981-01-01,GDP,7459.022,US
1981-04-01,GDP,7403.745,US
1981-07-01,GDP,7492.405,US
1981-10-01,GDP,7410.768,US
1982-01-01,GDP,7295.631,US
1982-04-01,GDP,7328.912,US
1982-07-01,GDP,7300.896,US
1982-10-01,GDP,7303.817,US
1983-01-01,GDP,7400.066,US
1983-04-01,GDP,7568.456,US
1983-07-01,GDP,7719.746,US
1983-10-01,GDP,7880.794,US
1984-01-01,GDP,8034.847,US
1984-04-01,GDP,8173.67,US
1984-07-01,GDP,8252.465,US
1984-10-01,GDP,8320.199,US
1985-01-01,GDP,8400.82,US
1985-04-01,GDP,8474.787,US
1985-07-01,GDP,8604.22,US
1985-10-01,GDP,8668.188,US
1986-01-01,GDP,8749.127,US
1986-04-01,GDP,8788.524,US
1986-07-01,GDP,8872.601,US
1986-10-01,GDP,8920.193,US
1987-01-01,GDP,8986.367,US
1987-04-01,GDP,9083.256,US
1987-07-01,GDP,9162.024,US
1987-10-01,GDP,9319.332,US
1988-01-01,GDP,9367.502,US
1988-04-01,GDP,9490.594,US
1988-07-01,GDP,9546.206,US
1988-10-01,GDP,9673.405,US
1989-01-01,GDP,9771.725,US
1989-04-01,GDP,9846.293,US
1989-07-01,GDP,9919.228,US
1989-10-01,GDP,9938.767,US
1990-01-01,GDP,10047.386,US
1990-04-01,GDP,10083.855,US
1990-07-01,GDP,10090.569,US
1990-10-01,GDP,9998.704,US
1991-01-01,GDP,9951.916,US
1991-04-01,GDP,10029.51,US
1991-07-01,GDP,10080.195,US
1991-10-01,GDP,10115.329,US
1992-01-01,GDP,10236.435,US
1992-04-01,GDP,10347.429,US
1992-07-01,GDP,10449.673,US
1992-10-01,GDP,10558.648,US
1993-01-01,GDP,10576.275,US
1993-04-01,GDP,10637.847,US
1993-07-01,GDP,10688.606,US
1993-10-01,GDP,10833.987,US
1994-01-01,GDP,10939.116,US
1994-04-01,GDP,11087.361,US
1994-07-01,GDP,11152.176,US
1994-10-01,GDP,11279.932,US
1995-01-01,GDP,11319.951,US
1995-04-01,GDP,11353.721,US
1995-07-01,GDP,11450.31,US
1995-10-01,GDP,11528.067,US
1996-01-01,GDP,11614.418,US
1996-04-01,GDP,11808.14,US
1996-07-01,GDP,11914.063,US
1996-10-01,GDP,12037.775,US
1997-01-01,GDP,12115.472,US
1997-04-01,GDP,12317.221,US
1997-07-01,GDP,12471.01,US
1997-10-01,GDP,12577.495,US
1998-01-01,GDP,12703.742,US
1998-04-01,GDP,12821.339,US
1998-07-01,GDP,12982.752,US
1998-10-01,GDP,13191.67,US
1999-01-01,GDP,13315.597,US
1999-04-01,GDP,13426.748,US
1999-07-01,GDP,13604.771,US
1999-10-01,GDP,13827.98,US
2000-01-01,GDP,13878.147,US
2000-04-01,GDP,14130.908,US
2000-07-01,GDP,14145.312,US
2000-10-01,GDP,14229.765,US
2001-01-01,GDP,14183.12,US
2001-04-01,GDP,14271.694,US
2001-07-01,GDP,14214.516,US
2001-10-01,GDP,14253.574,US
2002-01-01,GDP,14372.785,US
2002-04-01,GDP,14460.848,US
2002-07-01,GDP,14519.633,US
2002-10-01,GDP,14537.58,US
2003-01-01,GDP,14614.141,US
2003-04-01,GDP,14743.567,US
2003-07-01,GDP,14988.782,US
2003-10-01,GDP,15162.76,US
2004-01-01,GDP,15248.68,US
2004-04-01,GDP,15366.85,US
2004-07-01,GDP,15512.619,US
2004-10-01,GDP,15670.88,US
2005-01-01,GDP,15844.727,US
2005-04-01,GDP,15922.782,US
2005-07-01,GDP,16047.587,US
2005-10-01,GDP,16136.734,US
2006-01-01,GDP,16353.835,US
2006-04-01,GDP,16396.151,US
2006-07-01,GDP,16420.738,US
2006-10-01,GDP,16561.866,US
2007-01-01,GDP,16611.69,US
2007-04-01,GDP,16713.314,US
2007-07-01,GDP,16809.587,US
2007-10-01,GDP,16915.191,US
2008-01-01,GDP,16843.003,US
2008-04-01,GDP,16943.291,US
2008-07-01,GDP,16854.295,US
2008-10-01,GDP,16485.35,US
2009-01-01,GDP,16298.262,US
2009-04-01,GDP,16269.145,US
2009-07-01,GDP,16326.281,US
2009-10-01,GDP,16502.754,US
2010-01-01,GDP,16582.71,US
2010-04-01,GDP,16743.162,US
2010-07-01,GDP,16872.266,US
2010-10-01,GDP,16960.864,US
2011-01-01,GDP,16920.632,US
2011-04-01,GDP,17035.114,US
2011-07-01,GDP,17031.313,US
2011-10-01,GDP,17222.583,US
2012-01-01,GDP,17367.01,US
2012-04-01,GDP,17444.525,US
2012-07-01,GDP,17469.65,US
2012-10-01,GDP,17489.852,US
2013-01-01,GDP,17662.4,US
2013-04-01,GDP,17709.671,US
2013-07-01,GDP,17860.45,US
2013-10-01,GDP,18016.147,US
2014-01-01,GDP,17953.974,US
2014-04-01,GDP,18185.911,US
2014-07-01,GDP,18406.941,US
2014-10-01,GDP,18500.031,US
2015-01-01,GDP,18666.621,US
2015-04-01,GDP,18782.243,US
2015-07-01,GDP,18857.418,US
2015-10-01,GDP,18892.206,US
2016-01-01,GDP,19001.69,US
2016-04-01,GDP,19062.709,US
2016-07-01,GDP,19197.938,US
2016-10-01,GDP,19304.352,US
2017-01-01,GDP,19398.343,US
2017-04-01,GDP,19506.949,US
2017-07-01,GDP,19660.766,US
2017-10-01,GDP,19882.352,US
2018-01-01,GDP,20044.077,US
2018-04-01,GDP,20150.476,US
2018-07-01,GDP,20276.154,US
2018-10-01,GDP,20304.874,US
2019-01-01,GDP,20431.641,US
2019-04-01,GDP,20602.275,US
2019-07-01,GDP,20843.322,US
2019-10-01,GDP,20985.448,US
2020-01-01,GDP,20709.212,US
2020-04-01,GDP,19077.992,US
2020-07-01,GDP,20558.879,US
2020-10-01,GDP,20791.917,US
2021-01-01,GDP,21082.134,US
2021-04-01,GDP,21440.929,US
2021-07-01,GDP,21617.828,US
2021-10-01,GDP,21988.737,US
2022-01-01,GDP,21932.71,US
2022-04-01,GDP,21967.045,US
2022-07-01,GDP,22125.625,US
2022-10-01,GDP,22278.345,US
2023-01-01,GDP,22439.607,US
2023-04-01,GDP,22580.499,US
2023-07-01,GDP,22840.989,US
2023-10-01,GDP,23033.78,US
2024-01-01,GDP,23082.119,US
2024-04-01,GDP,23286.508,US
2024-07-01,GDP,23478.57,US
2024-10-01,GDP,23586.542,US
2025-01-01,GDP,23548.21,US
2025-04-01,GDP,23770.976,US
2025-07-01,GDP,24026.834,US
2025-10-01,GDP,24055.749,US
2026-01-01,GDP,24174.527,US
1947-01-01,Inflation,21.7,US
1947-04-01,Inflation,22.01,US
1947-07-01,Inflation,22.49,US
1947-10-01,Inflation,23.1267,US
1948-01-01,Inflation,23.6167,US
1948-04-01,Inflation,23.9933,US
1948-07-01,Inflation,24.3967,US
1948-10-01,Inflation,24.1733,US
1949-01-01,Inflation,23.9433,US
1949-04-01,Inflation,23.9167,US
1949-07-01,Inflation,23.7167,US
1949-10-01,Inflation,23.66,US
1950-01-01,Inflation,23.5867,US
1950-04-01,Inflation,23.7667,US
1950-07-01,Inflation,24.2033,US
1950-10-01,Inflation,24.6933,US
1951-01-01,Inflation,25.6967,US
1951-04-01,Inflation,25.9467,US
1951-07-01,Inflation,25.9333,US
1951-10-01,Inflation,26.3167,US
1952-01-01,Inflation,26.4167,US
1952-04-01,Inflation,26.4867,US
1952-07-01,Inflation,26.6667,US
1952-10-01,Inflation,26.6967,US
1953-01-01,Inflation,26.62,US
1953-04-01,Inflation,26.72,US
1953-07-01,Inflation,26.8433,US
1953-10-01,Inflation,26.89,US
1954-01-01,Inflation,26.9533,US
1954-04-01,Inflation,26.91,US
1954-07-01,Inflation,26.84,US
1954-10-01,Inflation,26.7567,US
1955-01-01,Inflation,26.7933,US
1955-04-01,Inflation,26.7567,US
1955-07-01,Inflation,26.7767,US
1955-10-01,Inflation,26.8567,US
1956-01-01,Inflation,26.86,US
1956-04-01,Inflation,27.0367,US
1956-07-01,Inflation,27.3167,US
1956-10-01,Inflation,27.55,US
1957-01-01,Inflation,27.7767,US
1957-04-01,Inflation,28.0133,US
1957-07-01,Inflation,28.2633,US
1957-10-01,Inflation,28.4,US
1958-01-01,Inflation,28.7367,US
1958-04-01,Inflation,28.93,US
1958-07-01,Inflation,28.9133,US
1958-10-01,Inflation,28.9433,US
1959-01-01,Inflation,28.9933,US
1959-04-01,Inflation,29.0433,US
1959-07-01,Inflation,29.1933,US
1959-10-01,Inflation,29.37,US
1960-01-01,Inflation,29.3967,US
1960-04-01,Inflation,29.5733,US
1960-07-01,Inflation,29.59,US
1960-10-01,Inflation,29.78,US
1961-01-01,Inflation,29.84,US
1961-04-01,Inflation,29.83,US
1961-07-01,Inflation,29.9467,US
1961-10-01,Inflation,29.99,US
1962-01-01,Inflation,30.1067,US
1962-04-01,Inflation,30.22,US
1962-07-01,Inflation,30.3067,US
1962-10-01,Inflation,30.38,US
1963-01-01,Inflation,30.4767,US
1963-04-01,Inflation,30.5333,US
1963-07-01,Inflation,30.72,US
1963-10-01,Inflation,30.8033,US
1964-01-01,Inflation,30.93,US
1964-04-01,Inflation,30.98,US
1964-07-01,Inflation,31.05,US
1964-10-01,Inflation,31.1933,US
1965-01-01,Inflation,31.29,US
1965-04-01,Inflation,31.49,US
1965-07-01,Inflation,31.5833,US
1965-10-01,Inflation,31.75,US
1966-01-01,Inflation,32.0467,US
1966-04-01,Inflation,32.3367,US
1966-07-01,Inflation,32.6167,US
1966-10-01,Inflation,32.8833,US
1967-01-01,Inflation,32.9667,US
1967-04-01,Inflation,33.1667,US
1967-07-01,Inflation,33.5,US
1967-10-01,Inflation,33.8667,US
1968-01-01,Inflation,34.2,US
1968-04-01,Inflation,34.5333,US
1968-07-01,Inflation,35,US
1968-10-01,Inflation,35.4333,US
1969-01-01,Inflation,35.8667,US
1969-04-01,Inflation,36.4333,US
1969-07-01,Inflation,36.9333,US
1969-10-01,Inflation,37.5,US
1970-01-01,Inflation,38.1,US
1970-04-01,Inflation,38.6333,US
1970-07-01,Inflation,39.0333,US
1970-10-01,Inflation,39.6,US
1971-01-01,Inflation,39.9333,US
1971-04-01,Inflation,40.3,US
1971-07-01,Inflation,40.7,US
1971-10-01,Inflation,41,US
1972-01-01,Inflation,41.3333,US
1972-04-01,Inflation,41.6,US
1972-07-01,Inflation,41.9333,US
1972-10-01,Inflation,42.3667,US
1973-01-01,Inflation,43.0333,US
1973-04-01,Inflation,43.9333,US
1973-07-01,Inflation,44.8,US
1973-10-01,Inflation,45.9333,US
1974-01-01,Inflation,47.3,US
1974-04-01,Inflation,48.5667,US
1974-07-01,Inflation,49.9333,US
1974-10-01,Inflation,51.4667,US
1975-01-01,Inflation,52.5667,US
1975-04-01,Inflation,53.2,US
1975-07-01,Inflation,54.2667,US
1975-10-01,Inflation,55.2667,US
1976-01-01,Inflation,55.9,US
1976-04-01,Inflation,56.4,US
1976-07-01,Inflation,57.3,US
1976-10-01,Inflation,58.1333,US
1977-01-01,Inflation,59.2,US
1977-04-01,Inflation,60.2333,US
1977-07-01,Inflation,61.0667,US
1977-10-01,Inflation,61.9667,US
1978-01-01,Inflation,63.0333,US
1978-04-01,Inflation,64.4667,US
1978-07-01,Inflation,65.9667,US
1978-10-01,Inflation,67.5,US
1979-01-01,Inflation,69.2,US
1979-04-01,Inflation,71.4,US
1979-07-01,Inflation,73.7,US
1979-10-01,Inflation,76.0333,US
1980-01-01,Inflation,79.0333,US
1980-04-01,Inflation,81.7,US
1980-07-01,Inflation,83.2333,US
1980-10-01,Inflation,85.5667,US
1981-01-01,Inflation,87.9333,US
1981-04-01,Inflation,89.7667,US
1981-07-01,Inflation,92.2667,US
1981-10-01,Inflation,93.7667,US
1982-01-01,Inflation,94.6,US
1982-04-01,Inflation,95.9667,US
1982-07-01,Inflation,97.6333,US
1982-10-01,Inflation,97.9333,US
1983-01-01,Inflation,98,US
1983-04-01,Inflation,99.1333,US
1983-07-01,Inflation,100.1,US
1983-10-01,Inflation,101.1,US
1984-01-01,Inflation,102.5333,US
1984-04-01,Inflation,103.5,US
1984-07-01,Inflation,104.4,US
1984-10-01,Inflation,105.3,US
1985-01-01,Inflation,106.2667,US
1985-04-01,Inflation,107.2333,US
1985-07-01,Inflation,107.9,US
1985-10-01,Inflation,109,US
1986-01-01,Inflation,109.5667,US
1986-04-01,Inflation,109.0333,US
1986-07-01,Inflation,109.7,US
1986-10-01,Inflation,110.4667,US
1987-01-01,Inflation,111.8,US
1987-04-01,Inflation,113.0667,US
1987-07-01,Inflation,114.2667,US
1987-10-01,Inflation,115.3333,US
1988-01-01,Inflation,116.2333,US
1988-04-01,Inflation,117.5667,US
1988-07-01,Inflation,119,US
1988-10-01,Inflation,120.3,US
1989-01-01,Inflation,121.6667,US
1989-04-01,Inflation,123.6333,US
1989-07-01,Inflation,124.6,US
1989-10-01,Inflation,125.8667,US
1990-01-01,Inflation,128.0333,US
1990-04-01,Inflation,129.3,US
1990-07-01,Inflation,131.5333,US
1990-10-01,Inflation,133.7667,US
1991-01-01,Inflation,134.7667,US
1991-04-01,Inflation,135.5667,US
1991-07-01,Inflation,136.6,US
1991-10-01,Inflation,137.7333,US
1992-01-01,Inflation,138.6667,US
1992-04-01,Inflation,139.7333,US
1992-07-01,Inflation,140.8,US
1992-10-01,Inflation,142.0333,US
1993-01-01,Inflation,143.0667,US
1993-04-01,Inflation,144.1,US
1993-07-01,Inflation,144.7667,US
1993-10-01,Inflation,145.9667,US
1994-01-01,Inflation,146.7,US
1994-04-01,Inflation,147.5333,US
1994-07-01,Inflation,148.9,US
1994-10-01,Inflation,149.7667,US
1995-01-01,Inflation,150.8667,US
1995-04-01,Inflation,152.1,US
1995-07-01,Inflation,152.8667,US
1995-10-01,Inflation,153.7,US
1996-01-01,Inflation,155.0667,US
1996-04-01,Inflation,156.4,US
1996-07-01,Inflation,157.3,US
1996-10-01,Inflation,158.6667,US
1997-01-01,Inflation,159.6333,US
1997-04-01,Inflation,160,US
1997-07-01,Inflation,160.8,US
1997-10-01,Inflation,161.6667,US
1998-01-01,Inflation,162,US
1998-04-01,Inflation,162.5333,US
1998-07-01,Inflation,163.3667,US
1998-10-01,Inflation,164.1333,US
1999-01-01,Inflation,164.7333,US
1999-04-01,Inflation,165.9667,US
1999-07-01,Inflation,167.2,US
1999-10-01,Inflation,168.4333,US
2000-01-01,Inflation,170.1,US
2000-04-01,Inflation,171.4333,US
2000-07-01,Inflation,173,US
2000-10-01,Inflation,174.2333,US
2001-01-01,Inflation,175.9,US
2001-04-01,Inflation,177.1333,US
2001-07-01,Inflation,177.6333,US
2001-10-01,Inflation,177.5,US
2002-01-01,Inflation,178.0667,US
2002-04-01,Inflation,179.4667,US
2002-07-01,Inflation,180.4333,US
2002-10-01,Inflation,181.5,US
2003-01-01,Inflation,183.3667,US
2003-04-01,Inflation,183.0667,US
2003-07-01,Inflation,184.4333,US
2003-10-01,Inflation,185.1333,US
2004-01-01,Inflation,186.7,US
2004-04-01,Inflation,188.1667,US
2004-07-01,Inflation,189.3667,US
2004-10-01,Inflation,191.4,US
2005-01-01,Inflation,192.3667,US
2005-04-01,Inflation,193.6667,US
2005-07-01,Inflation,196.6,US
2005-10-01,Inflation,198.4333,US
2006-01-01,Inflation,199.4667,US
2006-04-01,Inflation,201.2667,US
2006-07-01,Inflation,203.1667,US
2006-10-01,Inflation,202.3333,US
2007-01-01,Inflation,204.317,US
2007-04-01,Inflation,206.631,US
2007-07-01,Inflation,207.939,US
2007-10-01,Inflation,210.4897,US
2008-01-01,Inflation,212.7697,US
2008-04-01,Inflation,215.5377,US
2008-07-01,Inflation,218.861,US
2008-10-01,Inflation,213.8487,US
2009-01-01,Inflation,212.3777,US
2009-04-01,Inflation,213.507,US
2009-07-01,Inflation,215.344,US
2009-10-01,Inflation,217.03,US
2010-01-01,Inflation,217.374,US
2010-04-01,Inflation,217.2973,US
2010-07-01,Inflation,217.9343,US
2010-10-01,Inflation,219.699,US
2011-01-01,Inflation,222.0437,US
2011-04-01,Inflation,224.5683,US
2011-07-01,Inflation,226.0327,US
2011-10-01,Inflation,227.0473,US
2012-01-01,Inflation,228.326,US
2012-04-01,Inflation,228.808,US
2012-07-01,Inflation,229.841,US
2012-10-01,Inflation,231.3693,US
2013-01-01,Inflation,232.2993,US
2013-04-01,Inflation,232.045,US
2013-07-01,Inflation,233.3,US
2013-10-01,Inflation,234.1627,US
2014-01-01,Inflation,235.621,US
2014-04-01,Inflation,236.8723,US
2014-07-01,Inflation,237.4783,US
2014-10-01,Inflation,236.8883,US
2015-01-01,Inflation,235.355,US
2015-04-01,Inflation,236.96,US
2015-07-01,Inflation,237.855,US
2015-10-01,Inflation,237.837,US
2016-01-01,Inflation,237.6893,US
2016-04-01,Inflation,239.5903,US
2016-07-01,Inflation,240.6073,US
2016-10-01,Inflation,242.1347,US
2017-01-01,Inflation,243.8387,US
2017-04-01,Inflation,244.12,US
2017-07-01,Inflation,245.287,US
2017-10-01,Inflation,247.2383,US
2018-01-01,Inflation,249.3217,US
2018-04-01,Inflation,250.679,US
2018-07-01,Inflation,251.6863,US
2018-10-01,Inflation,252.711,US
2019-01-01,Inflation,253.3857,US
2019-04-01,Inflation,255.2473,US
2019-07-01,Inflation,256.0893,US
2019-10-01,Inflation,257.888,US
2020-01-01,Inflation,258.8177,US
2020-04-01,Inflation,256.292,US
2020-07-01,Inflation,259.2217,US
2020-10-01,Inflation,261.0917,US
2021-01-01,Inflation,263.7423,US
2021-04-01,Inflation,268.5503,US
2021-07-01,Inflation,272.8297,US
2021-10-01,Inflation,278.7713,US
2022-01-01,Inflation,284.9057,US
2022-04-01,Inflation,291.6053,US
2022-07-01,Inflation,295.453,US
2022-10-01,Inflation,298.5417,US
2023-01-01,Inflation,301.2303,US
2023-04-01,Inflation,303.3977,US
2023-07-01,Inflation,305.989,US
2023-10-01,Inflation,308.195,US
2024-01-01,Inflation,311.0033,US
2024-04-01,Inflation,313.0807,US
2024-07-01,Inflation,314.121,US
2024-10-01,Inflation,316.5877,US
2025-01-01,Inflation,319.475,US
2025-04-01,Inflation,320.7857,US
2025-07-01,Inflation,323.235,US
2025-10-01,Inflation,325.547,US
2026-01-01,Inflation,328.1137,US
2026-04-01,Inflation,332.407,US
1948-01-01,Unemployment,3.7333,US
1948-04-01,Unemployment,3.6667,US
1948-07-01,Unemployment,3.7667,US
1948-10-01,Unemployment,3.8333,US
1949-01-01,Unemployment,4.6667,US
1949-04-01,Unemployment,5.8667,US
1949-07-01,Unemployment,6.7,US
1949-10-01,Unemployment,6.9667,US
1950-01-01,Unemployment,6.4,US
1950-04-01,Unemployment,5.5667,US
1950-07-01,Unemployment,4.6333,US
1950-10-01,Unemployment,4.2333,US
1951-01-01,Unemployment,3.5,US
1951-04-01,Unemployment,3.1,US
1951-07-01,Unemployment,3.1667,US
1951-10-01,Unemployment,3.3667,US
1952-01-01,Unemployment,3.0667,US
1952-04-01,Unemployment,2.9667,US
1952-07-01,Unemployment,3.2333,US
1952-10-01,Unemployment,2.8333,US
1953-01-01,Unemployment,2.7,US
1953-04-01,Unemployment,2.5667,US
1953-07-01,Unemployment,2.7333,US
1953-10-01,Unemployment,3.7,US
1954-01-01,Unemployment,5.2667,US
1954-04-01,Unemployment,5.8,US
1954-07-01,Unemployment,5.9667,US
1954-10-01,Unemployment,5.3333,US
1955-01-01,Unemployment,4.7333,US
1955-04-01,Unemployment,4.4,US
1955-07-01,Unemployment,4.1,US
1955-10-01,Unemployment,4.2333,US
1956-01-01,Unemployment,4.0333,US
1956-04-01,Unemployment,4.2,US
1956-07-01,Unemployment,4.1333,US
1956-10-01,Unemployment,4.1333,US
1957-01-01,Unemployment,3.9333,US
1957-04-01,Unemployment,4.1,US
1957-07-01,Unemployment,4.2333,US
1957-10-01,Unemployment,4.9333,US
1958-01-01,Unemployment,6.3,US
1958-04-01,Unemployment,7.3667,US
1958-07-01,Unemployment,7.3333,US
1958-10-01,Unemployment,6.3667,US
1959-01-01,Unemployment,5.8333,US
1959-04-01,Unemployment,5.1,US
1959-07-01,Unemployment,5.2667,US
1959-10-01,Unemployment,5.6,US
1960-01-01,Unemployment,5.1333,US
1960-04-01,Unemployment,5.2333,US
1960-07-01,Unemployment,5.5333,US
1960-10-01,Unemployment,6.2667,US
1961-01-01,Unemployment,6.8,US
1961-04-01,Unemployment,7,US
1961-07-01,Unemployment,6.7667,US
1961-10-01,Unemployment,6.2,US
1962-01-01,Unemployment,5.6333,US
1962-04-01,Unemployment,5.5333,US
1962-07-01,Unemployment,5.5667,US
1962-10-01,Unemployment,5.5333,US
1963-01-01,Unemployment,5.7667,US
1963-04-01,Unemployment,5.7333,US
1963-07-01,Unemployment,5.5,US
1963-10-01,Unemployment,5.5667,US
1964-01-01,Unemployment,5.4667,US
1964-04-01,Unemployment,5.2,US
1964-07-01,Unemployment,5,US
1964-10-01,Unemployment,4.9667,US
1965-01-01,Unemployment,4.9,US
1965-04-01,Unemployment,4.6667,US
1965-07-01,Unemployment,4.3667,US
1965-10-01,Unemployment,4.1,US
1966-01-01,Unemployment,3.8667,US
1966-04-01,Unemployment,3.8333,US
1966-07-01,Unemployment,3.7667,US
1966-10-01,Unemployment,3.7,US
1967-01-01,Unemployment,3.8333,US
1967-04-01,Unemployment,3.8333,US
1967-07-01,Unemployment,3.8,US
1967-10-01,Unemployment,3.9,US
1968-01-01,Unemployment,3.7333,US
1968-04-01,Unemployment,3.5667,US
1968-07-01,Unemployment,3.5333,US
1968-10-01,Unemployment,3.4,US
1969-01-01,Unemployment,3.4,US
1969-04-01,Unemployment,3.4333,US
1969-07-01,Unemployment,3.5667,US
1969-10-01,Unemployment,3.5667,US
1970-01-01,Unemployment,4.1667,US
1970-04-01,Unemployment,4.7667,US
1970-07-01,Unemployment,5.1667,US
1970-10-01,Unemployment,5.8333,US
1971-01-01,Unemployment,5.9333,US
1971-04-01,Unemployment,5.9,US
1971-07-01,Unemployment,6.0333,US
1971-10-01,Unemployment,5.9333,US
1972-01-01,Unemployment,5.7667,US
1972-04-01,Unemployment,5.7,US
1972-07-01,Unemployment,5.5667,US
1972-10-01,Unemployment,5.3667,US
1973-01-01,Unemployment,4.9333,US
1973-04-01,Unemployment,4.9333,US
1973-07-01,Unemployment,4.8,US
1973-10-01,Unemployment,4.7667,US
1974-01-01,Unemployment,5.1333,US
1974-04-01,Unemployment,5.2,US
1974-07-01,Unemployment,5.6333,US
1974-10-01,Unemployment,6.6,US
1975-01-01,Unemployment,8.2667,US
1975-04-01,Unemployment,8.8667,US
1975-07-01,Unemployment,8.4667,US
1975-10-01,Unemployment,8.3,US
1976-01-01,Unemployment,7.7333,US
1976-04-01,Unemployment,7.5667,US
1976-07-01,Unemployment,7.7333,US
1976-10-01,Unemployment,7.7667,US
1977-01-01,Unemployment,7.5,US
1977-04-01,Unemployment,7.1333,US
1977-07-01,Unemployment,6.9,US
1977-10-01,Unemployment,6.6667,US
